,uid,domain_id,representative_status,hierarchy_identifier,pdb_identifier,chain_identifier,residue_number,seq_id,accession number,architecture,X_group,H_group,T_group,F_group,domain_assembly_status,non_polymer_entities,reciprocal_of_occupancy_ratio,topology,OFHT,number_of_jumps,number_of_frustrated_alpha-beta-units_pairing
920,001157851,e1v25B8,AUTO_NONREP,7584.1.1.2,1v25,B,B:8-170,B:8-170,Q5SKN9,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Rossmann-like domain in Acetyl-CoA synthetase-like proteins""",AMP-binding_1st,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0065359477124183,21345+++++,5.036236472780408,1.0,0.0
921,001563333,e4v6iAA1,AUTO_NONREP,2007.6.1.5,4v6i,AA,AA:1-252,AA:1-252,P32905,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",Ribosomal_S2_2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0055555555555555,21345+++++,5.036236472780408,1.0,0.0
922,001147637,e4ndzA1,AUTO_NONREP,2004.1.1.160,4ndz,A,A:1069-1355,A:371-657,Q76KB1,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sulfotransfer_2,NOT_DOMAIN_ASSEMBLY,"A3P,NPO",0.0053475935828877,23145+++++,1.0941212545746606,2.0,1.0
923,000101054,e1t3lA2,AUTO_NONREP,2004.1.1.102,1t3l,A,A:218-415,A:133-330,P54288,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Guanylate_kin,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001843997787202,23145+++++,1.0941212545746606,2.0,1.0
924,000141068,e3ouuA3,AUTO_NONREP,2003.1.10.61,3ouu,A,A:-2-115,A:1-118,Q0P8W7,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""PreATP-grasp domain""",Biotin_carb_N,NOT_DOMAIN_ASSEMBLY,"CAC,GOL",0.0002145922746781,32145+++++,6.241713375914241,1.0,0.0
925,001241247,e4infB2,AUTO_NONREP,2002.1.1.14,4inf,B,"B:3-35,B:55-351","B:25-57,B:77-373",Q2GA79,a/b barrels,"""TIM beta/alpha-barrel""","""NO_H_NAME""","""TIM barrels""",Amidohydro_2,NOT_DOMAIN_ASSEMBLY,"CA,CL,GOL,OXD",0.0001990445859872,12345+++++,0.0331758580514933,0.0,0.0
926,001308684,e3p0hB2,AUTO_NONREP,2005.1.1.81,3p0h,B,"B:361-602,B:643-681","B:369-610,B:651-689",Q4QFJ7,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",PTZ00348,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0096153846153846,32145+++++,6.241713375914241,1.0,0.0
927,000108828,e1fb5A2,AUTO_NONREP,2003.1.14.1,1fb5,A,A:185-354,A:151-320,P84010,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001129433024621,32145+++++,6.241713375914241,1.0,0.0
928,001005405,e1jyeA2,MANUAL_REP,2007.1.2.16,1jye,A,A:162-291,A:162-291,P03023,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,GOL,0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
929,001174454,e3p0hA4,AUTO_NONREP,2005.1.1.81,3p0h,A,A:361-681,A:369-689,Q4QFJ7,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",PTZ00348,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0096153846153846,32145+++++,6.241713375914241,1.0,0.0
930,000009560,e1t0hB1,MANUAL_REP,2004.1.1.102,1t0h,B,B:207-425,B:6-224,Q8VGC3,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Guanylate_kin,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001843997787202,23145+++++,1.0941212545746606,2.0,1.0
931,001298650,e4q9aA1,AUTO_NONREP,2007.5.1.31,4q9a,A,A:38-256,A:11-229,A7ABD4,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""SGNH hydrolase""",Lipase_GDSL_2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0027777777777777,21345+++++,5.036236472780408,1.0,0.0
932,001492469,e4xltA1,AUTO_NONREP,2007.1.3.29,4xlt,A,A:0-129,A:3-132,C6VVW9,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
933,000136381,e3iwhA1,AUTO_NONREP,2007.2.5.2,3iwh,A,A:1-102,A:1-102,Q5HF17,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Rhodanese/Cell cycle control phosphatase""",Rhodanese,NOT_DOMAIN_ASSEMBLY,BME,0.0007627765064836,15423+++++,0.0425679777854065,2.0,1.0
934,000103224,e1f9aF1,AUTO_NONREP,2005.1.1.218,1f9a,F,F:1-164,F:1-164,Q57961,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",CTP_transf_like,NOT_DOMAIN_ASSEMBLY,ATP,0.0014245014245014,32145+++++,6.241713375914241,1.0,0.0
935,001231726,e2zi6A2,AUTO_NONREP,2004.1.1.80,2zi6,A,"A:1020-1058,A:1078-1260","A:39-77,A:97-279",P27707,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",dNK,NOT_DOMAIN_ASSEMBLY,"3D1,UDP",0.0007639419404125,23145+++++,1.0941212545746606,2.0,1.0
936,000135152,e3dl0A2,AUTO_NONREP,2004.1.1.152,3dl0,A,"A:1-125,A:161-216","A:1-125,A:161-216",P16304,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",SKI,NOT_DOMAIN_ASSEMBLY,"AP5,MG",0.0001336898395721,23145+++++,1.0941212545746606,2.0,1.0
937,001550682,e4v61AB1,AUTO_NONREP,2007.6.1.36,4v61,AB,AB:5-235,AB:1-231,P08242,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",Ribosomal_S2,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0111111111111111,21345+++++,5.036236472780408,1.0,0.0
938,001002415,e1w5sA4,MANUAL_REP,2004.1.1.486,1w5s,A,A:7-212,A:7-212,Q9YFU8,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",AAA,NOT_DOMAIN_ASSEMBLY,"ADP,SO4",0.0005347593582887,51432+++++,0.0634888212816436,2.0,1.0
939,001266845,e3hbaA2,AUTO_NONREP,2007.6.1.15,3hba,A,A:1-183,A:2-184,Q12KP2,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",SIS_3,NOT_DOMAIN_ASSEMBLY,"CIT,GOL",0.002020202020202,21345+++++,5.036236472780408,1.0,0.0
940,000190723,e2d0iA2,AUTO_NONREP,2003.1.11.1,2d0i,A,"A:1-96,A:287-333","A:1-96,A:287-333",O58256,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Formate/glycerate dehydrogenase catalytic domain-like""",2-Hacid_dh,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,7.803355442840422e-05,21345+++++,5.036236472780408,1.0,0.0
941,001583524,e1efaB1,AUTO_NONREP,2007.1.2.16,1efa,B,B:161-291,B:161-291,P03023,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,NPF,0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
942,001548435,e4y2hB1,AUTO_NONREP,2003.1.5.183,4y2h,B,B:24-186,B:1-163,Q96LA8,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""S-adenosyl-L-methionine-dependent methyltransferases""",PrmA,NOT_DOMAIN_ASSEMBLY,"49K,GOL,SAH",0.0002524614996213,32145+++++,6.241713375914241,1.0,0.0
943,000010074,e3bulA3,MANUAL_REP,2007.1.3.1,3bul,A,A:741-896,A:93-248,P13009,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",B12-binding,NOT_DOMAIN_ASSEMBLY,B12,0.0008658008658008,21345+++++,5.036236472780408,1.0,0.0
944,001687343,e4wxmB1,AUTO_NONREP,2007.1.3.2,4wxm,B,B:1-129,B:5-133,G3XCV0,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",FleQ,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0129870129870129,21345+++++,5.036236472780408,1.0,0.0
945,000009840,e1q15A2,MANUAL_REP,2005.1.1.125,1q15,A,A:206-501,A:206-501,Q9XB61,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",Asn_synthase,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0048076923076923,32145+++++,6.241713375914241,1.0,0.0
946,001087540,e4ldaB1,AUTO_NONREP,2007.1.3.34,4lda,B,B:1-128,B:2-129,Q9HW97,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",UNK_F_TYPE,NOT_DOMAIN_ASSEMBLY,SO4,0.0129870129870129,21345+++++,5.036236472780408,1.0,0.0
947,000373187,e3gfsC1,AUTO_NONREP,2007.2.1.5,3gfs,C,C:1-169,C:1-169,O07529,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Flavoproteins""",FMN_red,NOT_DOMAIN_ASSEMBLY,FMN,0.0009930486593843,21345+++++,5.036236472780408,1.0,0.0
948,001175836,e1zzgB4,AUTO_NONREP,2007.6.1.47,1zzg,B,B:1-203,B:1-203,Q5SLL6,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",PGI_N,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0035087719298245,21345+++++,5.036236472780408,1.0,0.0
949,000010026,e1dbwA1,MANUAL_REP,2007.1.3.29,1dbw,A,A:1-123,A:1-123,P10958,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,15P,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
950,001172961,e1drkA3,AUTO_NONREP,2007.1.2.40,1drk,A,A:104-235,A:104-235,P02925,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_4_C,NOT_DOMAIN_ASSEMBLY,RIP,0.0002597402597402,21345+++++,5.036236472780408,1.0,0.0
951,001178640,e4iv5D3,AUTO_NONREP,2003.1.14.1,4iv5,D,"D:158-244,D:266-327","D:166-252,D:273-334",Q4D3W3,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace,NOT_DOMAIN_ASSEMBLY,PO4,0.0001129433024621,32145+++++,6.241713375914241,1.0,0.0
952,000149136,e4e5uA1,AUTO_NONREP,2004.1.1.166,4e5u,A,A:2-210,A:5-213,Q9HZN8,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Thymidylate_kin,NOT_DOMAIN_ASSEMBLY,"CA,TMP",0.0002228163992869,23145+++++,1.0941212545746606,2.0,1.0
953,001716653,e2nzwA3,MANUAL_REP,7512.1.1.3,2nzw,A,A:159-349,A:159-349,O30511,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""UDP-Glycosyltransferase/glycogen phosphorylase""",Glyco_transf_10,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0333333333333333,21345+++++,5.036236472780408,1.0,0.0
954,000160384,e2gasA1,AUTO_NONREP,2003.1.1.51,2gas,A,A:3-318,A:1-307,P52575,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",NmrA,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0003301419610432,32145+++++,6.241713375914241,1.0,0.0
955,000010539,e1b93B1,MANUAL_REP,7543.1.1.1,1b93,B,B:1-151,B:1-151,P0A731,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Methylglyoxal synthase-like""",MGS,NOT_DOMAIN_ASSEMBLY,"FMT,PO4",0.0909090909090909,32145+++++,6.241713375914241,1.0,0.0
956,001253012,e3gybA2,AUTO_NONREP,2007.1.2.16,3gyb,A,A:159-287,A:101-229,Q8NTY1,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,MG,0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
957,000010930,e1mqsA2,MANUAL_REP,7585.1.1.1,1mqs,A,A:10-162,A:15-167,P22213,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Rossmann-like domains in Sec1/munc18-like proteins""",Sec1_1st_1,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0714285714285714,21345+++++,5.036236472780408,1.0,0.0
958,001507183,e4wb1B1,AUTO_NONREP,2003.1.12.23,4wb1,B,B:309-453,B:312-456,NO_UNP,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""UDPG/MGDP dehydrogenase C-terminal domain""",UDPG_MGDP_dh_C,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0003065603923973,21345+++++,5.036236472780408,1.0,0.0
959,000103067,e1d2rD1,AUTO_NONREP,2005.1.1.150,1d2r,D,D:1-326,D:1-326,P00953,a/b three-layered sandwiches,"""HUP domain-like""","""NO_H_NAME""","""HUP domains""",tRNA-synt_1b,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0042735042735042,32145+++++,6.241713375914241,1.0,0.0
960,000098081,e5ldhA2,AUTO_NONREP,2003.1.1.40,5ldh,A,A:1-162,A:2-161,P00336,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,LNC,5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
961,001116926,e2v4mA1,AUTO_NONREP,2007.6.1.15,2v4m,A,A:336-517,A:13-194,Q06210,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",SIS_3,NOT_DOMAIN_ASSEMBLY,F6R,0.002020202020202,21345+++++,5.036236472780408,1.0,0.0
962,000009999,e1bvyF1,MANUAL_REP,2007.2.1.1,1bvy,F,F:479-630,F:21-172,P14779,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Flavoproteins""",Flavodoxin_1,NOT_DOMAIN_ASSEMBLY,"EDO,FMN",0.0012531328320802,21345+++++,5.036236472780408,1.0,0.0
963,000330243,e2zayA1,AUTO_NONREP,2007.1.3.29,2zay,A,A:8-130,A:8-130,Q1JZD9,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
964,001233036,e2qz4A3,AUTO_NONREP,2004.1.1.190,2qz4,A,"A:304-410,A:430-479","A:1-107,A:127-176",Q9UQ90,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sigma54_activat,NOT_DOMAIN_ASSEMBLY,ADP,6.076810889645114e-05,51432+++++,0.0634888212816436,2.0,1.0
965,001253013,e3gybA3,AUTO_NONREP,2007.1.2.39,3gyb,A,"A:62-158,A:288-330","A:4-100,A:230-272",Q8NTY1,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_1_1st_1,NOT_DOMAIN_ASSEMBLY,MG,0.0003710575139146,21345+++++,5.036236472780408,1.0,0.0
966,001179719,e1f3lA3,AUTO_NONREP,2003.1.5.183,1f3l,A,A:208-357,A:1-150,O70467,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""S-adenosyl-L-methionine-dependent methyltransferases""",PrmA,NOT_DOMAIN_ASSEMBLY,SAH,0.0002524614996213,32145+++++,6.241713375914241,1.0,0.0
967,001253074,e3ctpB2,AUTO_NONREP,2007.1.2.16,3ctp,B,B:155-284,B:155-284,A6TKU5,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_3,NOT_DOMAIN_ASSEMBLY,"NA,XLF",0.0002823263692828,21345+++++,5.036236472780408,1.0,0.0
968,001577957,e2e4vA1,AUTO_NONREP,2007.1.2.29,2e4v,A,A:191-326,A:167-302,P31422,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",ANF_receptor_2nd_1,NOT_DOMAIN_ASSEMBLY,"2CG,NAG",0.0007215007215007,21345+++++,5.036236472780408,1.0,0.0
969,000009572,e1g8fA2,MANUAL_REP,2004.1.1.1497,1g8f,A,A:390-511,A:390-511,P08536,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",UNK_F_TYPE,NOT_DOMAIN_ASSEMBLY,"ACY,CA",0.0053475935828877,23145+++++,1.0941212545746606,2.0,1.0
970,000104966,e1gqoB1,AUTO_NONREP,2007.1.12.1,1gqo,B,B:1-143,B:1-143,P54517,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Type II 3-dehydroquinate dehydratase""",DHquinase_II,NOT_DOMAIN_ASSEMBLY,GOL,0.001082251082251,21345+++++,5.036236472780408,1.0,0.0
971,001115360,e3ifsA1,AUTO_NONREP,2007.6.1.47,3ifs,A,A:2-224,A:5-227,Q81K75,a/b three-layered sandwiches,"""Flavodoxin-like""","""NO_H_NAME""","""Ribosomal protein S2/SIS domain""",PGI_N,NOT_DOMAIN_ASSEMBLY,SO4,0.0035087719298245,21345+++++,5.036236472780408,1.0,0.0
972,000009163,e1u8xX2,MANUAL_REP,2003.1.1.35,1u8x,X,X:3-169,X:26-192,P54716,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Glyco_hydro_4,NOT_DOMAIN_ASSEMBLY,"G6P,NAD",0.0006131207847946,32145+++++,6.241713375914241,1.0,0.0
973,000139944,e3n70A1,AUTO_NONREP,2004.1.1.151,3n70,A,A:146-287,A:4-145,Q8FAN8,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",Sigma54_activ_2,NOT_DOMAIN_ASSEMBLY,SO4,0.0026737967914438,51432+++++,0.0634888212816436,2.0,1.0
974,001005414,e1usgA3,MANUAL_REP,2007.1.2.42,1usg,A,A:120-249,A:120-249,P04816,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_6,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0004058441558441,21345+++++,5.036236472780408,1.0,0.0
975,001117694,e3vkhA1,MANUAL_REP,2004.1.1.224,3vkh,A,A:1939-2106,A:576-743,P34036,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",AAA_6_N,NOT_DOMAIN_ASSEMBLY,ADP,0.0017825311942959,51432+++++,0.0634888212816436,2.0,1.0
976,000010021,e1jbeA1,MANUAL_REP,2007.1.3.29,1jbe,A,A:2-129,A:1-128,P0AE67,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,"GOL,SO4",0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
977,001160071,e4dqlA3,AUTO_NONREP,7514.1.1.1,4dql,A,A:886-1049,A:230-393,P14779,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Ferredoxin reductase-like, C-terminal NADP-linked domain""",NAD_binding_1,NOT_DOMAIN_ASSEMBLY,"1PE,FAD,NAP,PG4,SO4",0.0212765957446808,32145+++++,6.241713375914241,1.0,0.0
978,001148289,e3eulD2,AUTO_NONREP,2007.1.3.29,3eul,D,"D:12-65,D:85-124","D:19-72,D:92-131",P9WGM5,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
979,001149307,e2eg3A3,AUTO_NONREP,2007.2.5.2,2eg3,A,A:114-230,A:114-230,Q5SHV8,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Rhodanese/Cell cycle control phosphatase""",Rhodanese,NOT_DOMAIN_ASSEMBLY,"SO4,ZN",0.0007627765064836,15423+++++,0.0425679777854065,2.0,1.0
980,001613414,e4iiyB2,AUTO_NONREP,2007.1.1.19,4iiy,B,B:7-172,B:34-199,Q47511,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Class I glutamine amidotransferase-like""",Peptidase_S66_N,NOT_DOMAIN_ASSEMBLY,"1EI,EDO",0.0011806375442739,21345+++++,5.036236472780408,1.0,0.0
981,001481990,e4rxmA2,AUTO_NONREP,2007.1.2.40,4rxm,A,A:126-263,A:106-243,NO_UNP,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_4_C,NOT_DOMAIN_ASSEMBLY,"ASP,INS",0.0002597402597402,21345+++++,5.036236472780408,1.0,0.0
982,001565247,e3wwzA1,AUTO_NONREP,2003.1.11.1,3wwz,A,"A:0-100,A:300-327","A:17-116,A:316-343",Q9I530,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Formate/glycerate dehydrogenase catalytic domain-like""",2-Hacid_dh,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,7.803355442840422e-05,21345+++++,5.036236472780408,1.0,0.0
983,001088168,e4h60A1,AUTO_NONREP,2007.1.3.29,4h60,A,A:-1-119,A:1-120,C3M734,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",Response_reg,NOT_DOMAIN_ASSEMBLY,"CA,SO4",0.0001100594320933,21345+++++,5.036236472780408,1.0,0.0
984,000156556,e1y80A1,AUTO_NONREP,2007.1.3.1,1y80,A,A:85-209,A:85-209,Q2RJ67,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""CheY-like""",B12-binding,NOT_DOMAIN_ASSEMBLY,"B1M,UNX",0.0008658008658008,21345+++++,5.036236472780408,1.0,0.0
985,001145933,e4g56A2,MANUAL_REP,2003.1.5.95,4g56,A,A:296-461,A:320-485,Q6NUA1,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""S-adenosyl-L-methionine-dependent methyltransferases""",PRMT5,NOT_DOMAIN_ASSEMBLY,SAH,0.0014306151645207,32145+++++,6.241713375914241,1.0,0.0
986,001487353,e4ru1A2,MANUAL_REP,2007.1.2.41,4ru1,A,A:155-280,A:126-251,A0LVW8,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_4_N,NOT_DOMAIN_ASSEMBLY,INS,0.0004638218923933,21345+++++,5.036236472780408,1.0,0.0
987,001123011,e4lfkA1,AUTO_NONREP,7560.1.1.1,4lfk,A,A:1-142,A:21-162,C7TGZ6,a/b three-layered sandwiches,"""NO_X_NAME""","""NO_H_NAME""","""Ribose/Galactose isomerase RpiB/AlsB""",LacAB_rpiB,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.125,21354+++++,1.0,2.0,1.0
988,000138405,e2x2oA1,AUTO_NONREP,2007.2.1.4,2x2o,A,A:1-119,A:1-119,Q81G57,a/b three-layered sandwiches,"""Flavodoxin-like""","""Flavoproteins/Phosphotyrosine protein phosphatases-like""","""Flavoproteins""",Flavodoxin_NdrI,NOT_DOMAIN_ASSEMBLY,"CAC,FMN,ZN",0.0105263157894736,21345+++++,5.036236472780408,1.0,0.0
989,001003932,e2ze5A1,MANUAL_REP,2004.1.1.112,2ze5,A,A:1-227,A:1-227,P58758,a/b three-layered sandwiches,"""P-loop domains-like""","""P-loop domains-related""","""P-loop containing nucleoside triphosphate hydrolases""",IPT,NOT_DOMAIN_ASSEMBLY,"AMP,CL",0.0005941770647653,51423+++++,0.0016636957813428,3.0,1.0
990,001482520,e4rweA2,AUTO_NONREP,2007.1.2.40,4rwe,A,A:131-266,A:109-244,Q7CFZ8,a/b three-layered sandwiches,"""Flavodoxin-like""","""Class I glutamine amidotransferase-like""","""Periplasmic binding protein-like I""",Peripla_BP_4_C,NOT_DOMAIN_ASSEMBLY,"CL,GOL",0.0002597402597402,21345+++++,5.036236472780408,1.0,0.0
991,001678253,e4uupA2,AUTO_NONREP,2003.1.1.40,4uup,A,A:3-153,A:3-153,NO_UNP,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""NAD(P)-binding Rossmann-fold domains""",Ldh_1_N,NOT_DOMAIN_ASSEMBLY,"NAI,PO4",5.573825316314587e-05,32145+++++,6.241713375914241,1.0,0.0
992,000163834,e2nvoA1,AUTO_NONREP,2006.1.6.1,2nvo,A,A:355-531,A:358-534,Q9RUW8,a/b three-layered sandwiches,"""HAD domain-like""","""HAD domain-related""","""vWA-like""",DUF2201,NOT_DOMAIN_ASSEMBLY,CA,0.0113636363636363,21345+++++,5.036236472780408,1.0,0.0
993,000144633,e3tpfA2,AUTO_NONREP,2003.1.14.1,3tpf,A,A:142-303,A:143-304,Q9PNU6,a/b three-layered sandwiches,"""Rossmann-like""","""Rossmann-related""","""Aspartate/ornithine carbamoyltransferase""",OTCace,NOT_DOMAIN_ASSEMBLY,NO_LIGANDS_4A,0.0001129433024621,32145+++++,6.241713375914241,1.0,0.0
